Question,implicit_zero_shot,explicit_zero_shot,auto_cot
where is krabi,where is krabi,"where is krabi
Let's think step by step.","Q: where is krabi
Let's think step by step.
1. krabi is not a place.
2. krabi is a place.
3. krabi is the place where krabi is.
4. krabi is the place where krabi is.
5. krabi is a place where krabi is.
6. krabi is a place where krabi is.
7. krabi is the place where krabi is.
8. krabi is the place where krabi is.
9. krabi is a place where krabi is.
10. krabi is a place where krabi is.
11. krabi is a place"
cost of homeowners insurance,cost of homeowners insurance,"cost of homeowners insurance
Let's think step by step.","Q: cost of homeowners insurance
Let's think step by step.

We have a house in which we bought a house.
The house is insured for $1.5 million.
The house is located in a town where the cost of homeowners insurance is $1,000,000.
The house is worth $5 million.
The house is located in a town where the cost of homeowners insurance is $1,000,000.
The house is worth $10 million.

I want to know how much the cost of homeowners insurance is.
Is it $1,000,000?
Is it $1,500,000?
Is it $1,000,000?
Is it $1,000,000?
Is it $1,000,"
how does first quarter moon occur,how does first quarter moon occur,"how does first quarter moon occur
Let's think step by step.","Q: how does first quarter moon occur
Let's think step by step.
A: It is a moon that rises in the east of the month.
B: The moon is seen at the same time as the sun and the earth.
C: The moon is seen at the same time as the sun and the moon.
D: The moon is seen at the same time as the sun and the sun.
E: The moon is seen at the same time as the sun and the moon.

Q: How does first quarter moon occur

A:

A: First quarter moon is the moon that occurs on the second and third days of the month.

B: The moon rises at the same time as the sun and the earth.

C: The moon is seen"
can you paint oil base over latex,can you paint oil base over latex,"can you paint oil base over latex
Let's think step by step.","Q: can you paint oil base over latex
Let's think step by step.
                                                                                                                                                     "
what is Medroxyprogesterone used for,what is Medroxyprogesterone used for,"what is Medroxyprogesterone used for
Let's think step by step.","Q: what is Medroxyprogesterone used for
Let's think step by step.
It is an agent that helps in the treatment of severe
menopausal symptoms and menopausal bleeding.
It works by binding to the receptor
on the endometrial cells.
The main target of this hormone is estrogen,
which is also the main hormone that helps in the
treatment of osteoporosis and menopause.
The hormone also increases the production of
progesterone, which is the main hormone that helps
in the treatment of osteoporosis and menopause.
When you use this hormone, it will help in the
treatment of severe menopausal symptoms,
menopausal bleeding, and osteoporosis.
It also helps in the treatment of menopausal
dysp"
The 1981–82 Houston Cougars men's basketball team was led by the player who later played for what NBA club?,The 1981–82 Houston Cougars men's basketball team was led by the player who later played for what NBA club?,"The 1981–82 Houston Cougars men's basketball team was led by the player who later played for what NBA club?
Let's think step by step.","Q: The 1981–82 Houston Cougars men's basketball team was led by the player who later played for what NBA club?
Let's think step by step.
A. The player who was the best player in the Houston Cougars' 1981–82 basketball season.
B. The player who was the best player in the Houston Cougars' 1981–82 basketball season.
C. The player who was the best player in the Houston Cougars' 1981–82 basketball season.
D. The player who was the best player in the Houston Cougars' 1981–82 basketball season.

A:

The player who was the best player in the Houston Cougars' 1981–82 basketball season.

 Darnell Magee.

The player who was the best player in the Houston Cougars' 1981–82 basketball season.

 Kevin Williams.

The player who"
how much would an exterminator charge,how much would an exterminator charge,"how much would an exterminator charge
Let's think step by step.","Q: how much would an exterminator charge
Let's think step by step.

A: a lot of money.

Q: How much would an exterminator charge?

A: You can make your own estimates, but this is a ballpark.

Q: How much would an exterminator charge?

A: A lot of money.

Q: How much would an exterminator charge?

A: You can make your own estimates, but this is a ballpark.

Q: How much would an exterminator charge?

A: A lot of money.

Q: How much would an exterminator charge?

A: A lot of money.

Q: How much would an exterminator charge?

A: A lot of money"
"Who else was given the label in the quartet along with  Henry Drummond Wolff, John Gorst and a genuine Tory radical, who coined the term Tory Democracy ?","Who else was given the label in the quartet along with  Henry Drummond Wolff, John Gorst and a genuine Tory radical, who coined the term Tory Democracy ?","Who else was given the label in the quartet along with  Henry Drummond Wolff, John Gorst and a genuine Tory radical, who coined the term Tory Democracy ?
Let's think step by step.",
What is the life stance of the interment of Pavel Tsitsianov?,What is the life stance of the interment of Pavel Tsitsianov?,"What is the life stance of the interment of Pavel Tsitsianov?
Let's think step by step.",
Which Le Monde diplomatique subject ID is Dominica's?,Which Le Monde diplomatique subject ID is Dominica's?,"Which Le Monde diplomatique subject ID is Dominica's?
Let's think step by step.",
"Who does Regina Marie ""Jenna"" Fischer share a romantic interest with that she received critical acclaim and Emmy nomination?","Who does Regina Marie ""Jenna"" Fischer share a romantic interest with that she received critical acclaim and Emmy nomination?","Who does Regina Marie ""Jenna"" Fischer share a romantic interest with that she received critical acclaim and Emmy nomination?
Let's think step by step.",
in what form does food travel through the esophagus,in what form does food travel through the esophagus,"in what form does food travel through the esophagus
Let's think step by step.",
how much to charge for concrete work,how much to charge for concrete work,"how much to charge for concrete work
Let's think step by step.",
Do both Königskinder and The Knot Garden exist in multiple versions?,Do both Königskinder and The Knot Garden exist in multiple versions?,"Do both Königskinder and The Knot Garden exist in multiple versions?
Let's think step by step.",
how to become hvac certified in kansas,how to become hvac certified in kansas,"how to become hvac certified in kansas
Let's think step by step.",
what is eye fillet,what is eye fillet,"what is eye fillet
Let's think step by step.",
Where was the U.S. Declaration of Independence signed?,Where was the U.S. Declaration of Independence signed?,"Where was the U.S. Declaration of Independence signed?
Let's think step by step.",
what is an unconscionable contract,what is an unconscionable contract,"what is an unconscionable contract
Let's think step by step.",
Which largest Spanish-speaking country has the Goya albivenella?,Which largest Spanish-speaking country has the Goya albivenella?,"Which largest Spanish-speaking country has the Goya albivenella?
Let's think step by step.",
examples of carbohydrates foods,examples of carbohydrates foods,"examples of carbohydrates foods
Let's think step by step.",
what does geothermal energy mean,what does geothermal energy mean,"what does geothermal energy mean
Let's think step by step.",
"Are ""Alt-J"" and ""Scarling."" both English bands?","Are ""Alt-J"" and ""Scarling."" both English bands?","Are ""Alt-J"" and ""Scarling."" both English bands?
Let's think step by step.",
"Michael Ralph DeVito (born June 10, 1984) is a former American football defensive end, he  the National Football League (NFL), DeVito attended high school at Nauset Regional High School an NEASC accredited high school located in North Eastham, in which state?","Michael Ralph DeVito (born June 10, 1984) is a former American football defensive end, he  the National Football League (NFL), DeVito attended high school at Nauset Regional High School an NEASC accredited high school located in North Eastham, in which state?","Michael Ralph DeVito (born June 10, 1984) is a former American football defensive end, he  the National Football League (NFL), DeVito attended high school at Nauset Regional High School an NEASC accredited high school located in North Eastham, in which state?
Let's think step by step.",
What award is named after the second most nominated person for a Nobel Prize?,What award is named after the second most nominated person for a Nobel Prize?,"What award is named after the second most nominated person for a Nobel Prize?
Let's think step by step.",
"Who was denied French Citizenship, Susan Straight or Irène Némirovsky?","Who was denied French Citizenship, Susan Straight or Irène Némirovsky?","Who was denied French Citizenship, Susan Straight or Irène Némirovsky?
Let's think step by step.",
Hope for Haiti Now included the studio version of the song produced by whom?,Hope for Haiti Now included the studio version of the song produced by whom?,"Hope for Haiti Now included the studio version of the song produced by whom?
Let's think step by step.",
what is hypovolemia,what is hypovolemia,"what is hypovolemia
Let's think step by step.",
"Who was the father of the man who refused to grant Lower Lorraine to Henry II, Duke of Limburg?","Who was the father of the man who refused to grant Lower Lorraine to Henry II, Duke of Limburg?","Who was the father of the man who refused to grant Lower Lorraine to Henry II, Duke of Limburg?
Let's think step by step.",
"""Which is {language of work} of {Million Dollar Extreme}, that has {AWLD status} is {1 safe} ?""","""Which is {language of work} of {Million Dollar Extreme}, that has {AWLD status} is {1 safe} ?""","""Which is {language of work} of {Million Dollar Extreme}, that has {AWLD status} is {1 safe} ?""
Let's think step by step.",
When was the maternal uncle of Popiel I died who was the notable author of Latin prose?,When was the maternal uncle of Popiel I died who was the notable author of Latin prose?,"When was the maternal uncle of Popiel I died who was the notable author of Latin prose?
Let's think step by step.",
chicago to abilene - miles,chicago to abilene - miles,"chicago to abilene - miles
Let's think step by step.",
normal sodium range,normal sodium range,"normal sodium range
Let's think step by step.",
has kalinda gone for good,has kalinda gone for good,"has kalinda gone for good
Let's think step by step.",
What State did John Stark and the Nichols' Regiment of Militia have in common?,What State did John Stark and the Nichols' Regiment of Militia have in common?,"What State did John Stark and the Nichols' Regiment of Militia have in common?
Let's think step by step.",
Are both the Norfolk Terrier and Braque Saint-Germain considered dog breeds? ,Are both the Norfolk Terrier and Braque Saint-Germain considered dog breeds? ,"Are both the Norfolk Terrier and Braque Saint-Germain considered dog breeds? 
Let's think step by step.",
what are droughtmaster cattle used for,what are droughtmaster cattle used for,"what are droughtmaster cattle used for
Let's think step by step.",
how much do doctors earn during residency,how much do doctors earn during residency,"how much do doctors earn during residency
Let's think step by step.",
is chamomile perennial,is chamomile perennial,"is chamomile perennial
Let's think step by step.",
maximum # of dependent you can claim,maximum # of dependent you can claim,"maximum # of dependent you can claim
Let's think step by step.",
"""Insect Dreams: The Half Life of Gregor Samsa"" is a sequel to a Franz Kafka story first published in which year?","""Insect Dreams: The Half Life of Gregor Samsa"" is a sequel to a Franz Kafka story first published in which year?","""Insect Dreams: The Half Life of Gregor Samsa"" is a sequel to a Franz Kafka story first published in which year?
Let's think step by step.",
what type of insurance plan is american transit insurance company,what type of insurance plan is american transit insurance company,"what type of insurance plan is american transit insurance company
Let's think step by step.",
What borders the birth place of Johann Pachelbel?,What borders the birth place of Johann Pachelbel?,"What borders the birth place of Johann Pachelbel?
Let's think step by step.",
what is the meaning of pink rose,what is the meaning of pink rose,"what is the meaning of pink rose
Let's think step by step.",
Patty Jenkins directed a biographical crime drama film released in what year?,Patty Jenkins directed a biographical crime drama film released in what year?,"Patty Jenkins directed a biographical crime drama film released in what year?
Let's think step by step.",
"Who directed the British musical comedy film that starred the singer who reached number one with ""Singing the Blues"" in 1957?","Who directed the British musical comedy film that starred the singer who reached number one with ""Singing the Blues"" in 1957?","Who directed the British musical comedy film that starred the singer who reached number one with ""Singing the Blues"" in 1957?
Let's think step by step.",
what is a hica form,what is a hica form,"what is a hica form
Let's think step by step.",
what is an expressed gene,what is an expressed gene,"what is an expressed gene
Let's think step by step.",
"What type of music is this English composer who composed the music for ""Blondel"" best known for?","What type of music is this English composer who composed the music for ""Blondel"" best known for?","What type of music is this English composer who composed the music for ""Blondel"" best known for?
Let's think step by step.",
"Skin Game is a 1971 American independent comedy western starring James Garner and Louis Gossett, Jr., the supporting cast features Susan Clark, a Canadian actress, known for her movie roles such as which?","Skin Game is a 1971 American independent comedy western starring James Garner and Louis Gossett, Jr., the supporting cast features Susan Clark, a Canadian actress, known for her movie roles such as which?","Skin Game is a 1971 American independent comedy western starring James Garner and Louis Gossett, Jr., the supporting cast features Susan Clark, a Canadian actress, known for her movie roles such as which?
Let's think step by step.",
why is thermal decomposition important,why is thermal decomposition important,"why is thermal decomposition important
Let's think step by step.",
What is the oldest section from where Robert Hay was born?,What is the oldest section from where Robert Hay was born?,"What is the oldest section from where Robert Hay was born?
Let's think step by step.",
What country is the actress who starred in the 1976 biographical film about Bruce Lee's final days from?,What country is the actress who starred in the 1976 biographical film about Bruce Lee's final days from?,"What country is the actress who starred in the 1976 biographical film about Bruce Lee's final days from?
Let's think step by step.",
Om Prakasj Sharma received the National Award for Painting by what commander-in-chief of the Indian Armed Forces?,Om Prakasj Sharma received the National Award for Painting by what commander-in-chief of the Indian Armed Forces?,"Om Prakasj Sharma received the National Award for Painting by what commander-in-chief of the Indian Armed Forces?
Let's think step by step.",
What Roman politician and general stated the location of Veragri was in the canton of Valais between the Nantuates and the Seduni?,What Roman politician and general stated the location of Veragri was in the canton of Valais between the Nantuates and the Seduni?,"What Roman politician and general stated the location of Veragri was in the canton of Valais between the Nantuates and the Seduni?
Let's think step by step.",
what is plexus good for,what is plexus good for,"what is plexus good for
Let's think step by step.",
is butanone polar,is butanone polar,"is butanone polar
Let's think step by step.",
What is the total fertility rate in the county seat of Bujumbura?,What is the total fertility rate in the county seat of Bujumbura?,"What is the total fertility rate in the county seat of Bujumbura?
Let's think step by step.",
What does RBC means on blood test results,What does RBC means on blood test results,"What does RBC means on blood test results
Let's think step by step.",
how much does it cost to get a crown on a tooth,how much does it cost to get a crown on a tooth,"how much does it cost to get a crown on a tooth
Let's think step by step.",
refrigerated shipping cost per mile,refrigerated shipping cost per mile,"refrigerated shipping cost per mile
Let's think step by step.",
What producer worked with artists such as J. Lo?,What producer worked with artists such as J. Lo?,"What producer worked with artists such as J. Lo?
Let's think step by step.",
what is a true alpha werewolf,what is a true alpha werewolf,"what is a true alpha werewolf
Let's think step by step.",
A United States soldier who served in the American Civil War and had Chief Joseph surrender his followers to him?,A United States soldier who served in the American Civil War and had Chief Joseph surrender his followers to him?,"A United States soldier who served in the American Civil War and had Chief Joseph surrender his followers to him?
Let's think step by step.",
what is morphine classified as,what is morphine classified as,"what is morphine classified as
Let's think step by step.",
what is gladinet client,what is gladinet client,"what is gladinet client
Let's think step by step.",
what type of molecule is ip,what type of molecule is ip,"what type of molecule is ip
Let's think step by step.",
are Boulevard Solitude and Moses und Aron both German librettos?,are Boulevard Solitude and Moses und Aron both German librettos?,"are Boulevard Solitude and Moses und Aron both German librettos?
Let's think step by step.",
how are molecular compounds formed,how are molecular compounds formed,"how are molecular compounds formed
Let's think step by step.",
Which is language of platforms of Army of Darkness: Defense ?,Which is language of platforms of Army of Darkness: Defense ?,"Which is language of platforms of Army of Darkness: Defense ?
Let's think step by step.",
"What is the name after Dirac delta function,that has death date of 1984-10-20?","What is the name after Dirac delta function,that has death date of 1984-10-20?","What is the name after Dirac delta function,that has death date of 1984-10-20?
Let's think step by step.",
what is instaflex,what is instaflex,"what is instaflex
Let's think step by step.",
Liliana Mumy reprises her role as Mertle Edmonds for the final time in a feature length film in which movie?,Liliana Mumy reprises her role as Mertle Edmonds for the final time in a feature length film in which movie?,"Liliana Mumy reprises her role as Mertle Edmonds for the final time in a feature length film in which movie?
Let's think step by step.",
"Czech American director, Jan Pinkava, co-directed the eighth Pixar American computer-animated comedy, from what year?","Czech American director, Jan Pinkava, co-directed the eighth Pixar American computer-animated comedy, from what year?","Czech American director, Jan Pinkava, co-directed the eighth Pixar American computer-animated comedy, from what year?
Let's think step by step.",
Mention the spaceflight crew participant for accompanying Yuri Gagarin,Mention the spaceflight crew participant for accompanying Yuri Gagarin,"Mention the spaceflight crew participant for accompanying Yuri Gagarin
Let's think step by step.",
The sea whose port is The Port of Reggio is sometimes considered as a part of which ocean?,The sea whose port is The Port of Reggio is sometimes considered as a part of which ocean?,"The sea whose port is The Port of Reggio is sometimes considered as a part of which ocean?
Let's think step by step.",
Kansas City Kansan serves a county that had how many inhabitants in the 2010 census ?,Kansas City Kansan serves a county that had how many inhabitants in the 2010 census ?,"Kansas City Kansan serves a county that had how many inhabitants in the 2010 census ?
Let's think step by step.",
what area of the body is affected by rheumatoid arthritis,what area of the body is affected by rheumatoid arthritis,"what area of the body is affected by rheumatoid arthritis
Let's think step by step.",
"What American actress, producer, screenwriter, and singer stars in Swindle, a 2013 American television film? ","What American actress, producer, screenwriter, and singer stars in Swindle, a 2013 American television film? ","What American actress, producer, screenwriter, and singer stars in Swindle, a 2013 American television film? 
Let's think step by step.",
"What 2005 film remake of a John Carpenter movie from 1980 features the song ""Invincible"" by OK Go?","What 2005 film remake of a John Carpenter movie from 1980 features the song ""Invincible"" by OK Go?","What 2005 film remake of a John Carpenter movie from 1980 features the song ""Invincible"" by OK Go?
Let's think step by step.",
incubation periods for childhood illnesses,incubation periods for childhood illnesses,"incubation periods for childhood illnesses
Let's think step by step.",
When was the actress that starred both in the TV series Pretty Little Liars and in the thriller horror film Evidence born?,When was the actress that starred both in the TV series Pretty Little Liars and in the thriller horror film Evidence born?,"When was the actress that starred both in the TV series Pretty Little Liars and in the thriller horror film Evidence born?
Let's think step by step.",
why do people get goosebumps,why do people get goosebumps,"why do people get goosebumps
Let's think step by step.",
"Which documentary, The Birth of Saké or Gasland, was written and directed by Josh Fox?","Which documentary, The Birth of Saké or Gasland, was written and directed by Josh Fox?","Which documentary, The Birth of Saké or Gasland, was written and directed by Josh Fox?
Let's think step by step.",
Shepherd with a flute is a painting displayed in a palace in what country?,Shepherd with a flute is a painting displayed in a palace in what country?,"Shepherd with a flute is a painting displayed in a palace in what country?
Let's think step by step.",
when did humans first walk on earth,when did humans first walk on earth,"when did humans first walk on earth
Let's think step by step.",
irs office phone number to request tax transcripts,irs office phone number to request tax transcripts,"irs office phone number to request tax transcripts
Let's think step by step.",
cholera is it infectious,cholera is it infectious,"cholera is it infectious
Let's think step by step.",
On what date did the riots that Bob Kohler was a veteran of take place?,On what date did the riots that Bob Kohler was a veteran of take place?,"On what date did the riots that Bob Kohler was a veteran of take place?
Let's think step by step.",
what is associate degree means,what is associate degree means,"what is associate degree means
Let's think step by step.",
Are Agon and Medina both games for exactly two players?,Are Agon and Medina both games for exactly two players?,"Are Agon and Medina both games for exactly two players?
Let's think step by step.",
What is the name of the 3 Michelin Star Restaurant that is located in the second largest hotel in the United States?,What is the name of the 3 Michelin Star Restaurant that is located in the second largest hotel in the United States?,"What is the name of the 3 Michelin Star Restaurant that is located in the second largest hotel in the United States?
Let's think step by step.",
Which guitarist and vocalist was in the Eagles and Hearts & Flowers? ,Which guitarist and vocalist was in the Eagles and Hearts & Flowers? ,"Which guitarist and vocalist was in the Eagles and Hearts & Flowers? 
Let's think step by step.",
Are The 11th Hour and Calle 54 the same genre of film?,Are The 11th Hour and Calle 54 the same genre of film?,"Are The 11th Hour and Calle 54 the same genre of film?
Let's think step by step.",
Who may have been present at the battle that led to the departure of Royal Governor Lord Dunmore?,Who may have been present at the battle that led to the departure of Royal Governor Lord Dunmore?,"Who may have been present at the battle that led to the departure of Royal Governor Lord Dunmore?
Let's think step by step.",
"Between Wang Xiaoshuai and John English, who co-directed ""Drums of Fu Machu""?","Between Wang Xiaoshuai and John English, who co-directed ""Drums of Fu Machu""?","Between Wang Xiaoshuai and John English, who co-directed ""Drums of Fu Machu""?
Let's think step by step.",
how much does school cost for pediatric nurses,how much does school cost for pediatric nurses,"how much does school cost for pediatric nurses
Let's think step by step.",
Jack Hamm drew which official Warner Bros. mascot?,Jack Hamm drew which official Warner Bros. mascot?,"Jack Hamm drew which official Warner Bros. mascot?
Let's think step by step.",
vitamins that are good for liver,vitamins that are good for liver,"vitamins that are good for liver
Let's think step by step.",
difference between deoxygenated blood and oxygenated blood,difference between deoxygenated blood and oxygenated blood,"difference between deoxygenated blood and oxygenated blood
Let's think step by step.",
what does yucca extract do in dog food,what does yucca extract do in dog food,"what does yucca extract do in dog food
Let's think step by step.",
Migliorino Ubaldini designed fortifications for the castle in what Scottish county?,Migliorino Ubaldini designed fortifications for the castle in what Scottish county?,"Migliorino Ubaldini designed fortifications for the castle in what Scottish county?
Let's think step by step.",
Who married the twin of William Shakespeare's child who passed at age 11?,Who married the twin of William Shakespeare's child who passed at age 11?,"Who married the twin of William Shakespeare's child who passed at age 11?
Let's think step by step.",
"How many years has this professional league competition for football clubs been operating, in which Associazione Calcio CHievoVerona is currently competing?","How many years has this professional league competition for football clubs been operating, in which Associazione Calcio CHievoVerona is currently competing?","How many years has this professional league competition for football clubs been operating, in which Associazione Calcio CHievoVerona is currently competing?
Let's think step by step.",
Natasha Zvereva and Fred McNair were both what?,Natasha Zvereva and Fred McNair were both what?,"Natasha Zvereva and Fred McNair were both what?
Let's think step by step.",
What record did Tye Harvey win in which sport?,What record did Tye Harvey win in which sport?,"What record did Tye Harvey win in which sport?
Let's think step by step.",
"Which university is private, Vanderbilt University or University of Oklahoma?","Which university is private, Vanderbilt University or University of Oklahoma?","Which university is private, Vanderbilt University or University of Oklahoma?
Let's think step by step.",
What type of songs is the singer of Saahore Baahubali best known for?,What type of songs is the singer of Saahore Baahubali best known for?,"What type of songs is the singer of Saahore Baahubali best known for?
Let's think step by step.",
"Abu Hajal Muslim ibn Awsaja was a companion of what prophet who was the founder of islam, and who united Arabia into a single Muslim polity?","Abu Hajal Muslim ibn Awsaja was a companion of what prophet who was the founder of islam, and who united Arabia into a single Muslim polity?","Abu Hajal Muslim ibn Awsaja was a companion of what prophet who was the founder of islam, and who united Arabia into a single Muslim polity?
Let's think step by step.",
"How old is Peter Sellers child, and when were they born?","How old is Peter Sellers child, and when were they born?","How old is Peter Sellers child, and when were they born?
Let's think step by step.",
what is naranjo,what is naranjo,"what is naranjo
Let's think step by step.",
what is the functional unit of a muscle fiber,what is the functional unit of a muscle fiber,"what is the functional unit of a muscle fiber
Let's think step by step.",
what is organic brain disease,what is organic brain disease,"what is organic brain disease
Let's think step by step.",
Cate Blanchett portrayed the woman who was named by which group as the greatest female star of Classic Hollywood Cinema?,Cate Blanchett portrayed the woman who was named by which group as the greatest female star of Classic Hollywood Cinema?,"Cate Blanchett portrayed the woman who was named by which group as the greatest female star of Classic Hollywood Cinema?
Let's think step by step.",
"Cantonese embroidery, or Yue embroidery, is a style of embroidery folk art of which region, the low-lying area surrounding the Pearl River estuary, where the Pearl River flows into the South China Sea?","Cantonese embroidery, or Yue embroidery, is a style of embroidery folk art of which region, the low-lying area surrounding the Pearl River estuary, where the Pearl River flows into the South China Sea?","Cantonese embroidery, or Yue embroidery, is a style of embroidery folk art of which region, the low-lying area surrounding the Pearl River estuary, where the Pearl River flows into the South China Sea?
Let's think step by step.",
The Democratic Majority Leader of the Congressional Friends of Denmark was from what congressional district?,The Democratic Majority Leader of the Congressional Friends of Denmark was from what congressional district?,"The Democratic Majority Leader of the Congressional Friends of Denmark was from what congressional district?
Let's think step by step.",
Who was an American actor and released a film by 20th Century Fox?,Who was an American actor and released a film by 20th Century Fox?,"Who was an American actor and released a film by 20th Century Fox?
Let's think step by step.",
origin of surname mcdonnell,origin of surname mcdonnell,"origin of surname mcdonnell
Let's think step by step.",
how to be a good laundry attendant,how to be a good laundry attendant,"how to be a good laundry attendant
Let's think step by step.",
hooked acromion process definition,hooked acromion process definition,"hooked acromion process definition
Let's think step by step.",
Which is the film genre of the series of Unmasked?,Which is the film genre of the series of Unmasked?,"Which is the film genre of the series of Unmasked?
Let's think step by step.",
what is gold volatility,what is gold volatility,"what is gold volatility
Let's think step by step.",
"Was humanism Napoleon""s religion?","Was humanism Napoleon""s religion?","Was humanism Napoleon""s religion?
Let's think step by step.",
"What is the name of the 15-part BBC television documentary series hosted by one of Jessica Warner's fellow historians who praised her book, ""John the Painter: Terrorist of the American Revolution""?","What is the name of the 15-part BBC television documentary series hosted by one of Jessica Warner's fellow historians who praised her book, ""John the Painter: Terrorist of the American Revolution""?","What is the name of the 15-part BBC television documentary series hosted by one of Jessica Warner's fellow historians who praised her book, ""John the Painter: Terrorist of the American Revolution""?
Let's think step by step.",
"What band has recorded ""Bless the Broken Road"" other than Rascal Flatts?","What band has recorded ""Bless the Broken Road"" other than Rascal Flatts?","What band has recorded ""Bless the Broken Road"" other than Rascal Flatts?
Let's think step by step.",
"Just Tell Me What You Want is a 1980 American comedy film, directed by Sidney Lumet, stars include in it, is which American actor and comedian known for his biting wit and often angry humorous rants, and became well known as a Jewish comedian and satirist?","Just Tell Me What You Want is a 1980 American comedy film, directed by Sidney Lumet, stars include in it, is which American actor and comedian known for his biting wit and often angry humorous rants, and became well known as a Jewish comedian and satirist?","Just Tell Me What You Want is a 1980 American comedy film, directed by Sidney Lumet, stars include in it, is which American actor and comedian known for his biting wit and often angry humorous rants, and became well known as a Jewish comedian and satirist?
Let's think step by step.",
Who has played Please Don't Make My Cry?,Who has played Please Don't Make My Cry?,"Who has played Please Don't Make My Cry?
Let's think step by step.",
how long to reheat meatloaf in oven,how long to reheat meatloaf in oven,"how long to reheat meatloaf in oven
Let's think step by step.",
what is cre,what is cre,"what is cre
Let's think step by step.",
"Which Canadian sports announcer started his career at 16 and now does the play-by-play on ""Showtime Championship Boxing""?","Which Canadian sports announcer started his career at 16 and now does the play-by-play on ""Showtime Championship Boxing""?","Which Canadian sports announcer started his career at 16 and now does the play-by-play on ""Showtime Championship Boxing""?
Let's think step by step.",
how long before a certified check clears,how long before a certified check clears,"how long before a certified check clears
Let's think step by step.",
infraorbital foramen definition,infraorbital foramen definition,"infraorbital foramen definition
Let's think step by step.",
How many years did the last Democratic governor of Alabama serve in Alabama government?,How many years did the last Democratic governor of Alabama serve in Alabama government?,"How many years did the last Democratic governor of Alabama serve in Alabama government?
Let's think step by step.",
Are Fei Mu and Jean-Marc Vallée both film directors?,Are Fei Mu and Jean-Marc Vallée both film directors?,"Are Fei Mu and Jean-Marc Vallée both film directors?
Let's think step by step.",
What is the name of the Roller Coaster that shares an area with the Kali River Rapids and is about the Yeti protecting the Forbidden Mountain next to Mount Everest?,What is the name of the Roller Coaster that shares an area with the Kali River Rapids and is about the Yeti protecting the Forbidden Mountain next to Mount Everest?,"What is the name of the Roller Coaster that shares an area with the Kali River Rapids and is about the Yeti protecting the Forbidden Mountain next to Mount Everest?
Let's think step by step.",
"Powell Observatory is an astronomical observatory located near Louisburg in Miami County, Kansas, near Kansas City, as of the 2010 census, the city population was 4,315, in which country is it located?","Powell Observatory is an astronomical observatory located near Louisburg in Miami County, Kansas, near Kansas City, as of the 2010 census, the city population was 4,315, in which country is it located?","Powell Observatory is an astronomical observatory located near Louisburg in Miami County, Kansas, near Kansas City, as of the 2010 census, the city population was 4,315, in which country is it located?
Let's think step by step.",
how to pay loan on sba,how to pay loan on sba,"how to pay loan on sba
Let's think step by step.",
why use sea waybill,why use sea waybill,"why use sea waybill
Let's think step by step.",
"What actress starred in an American-Canadian drama television series between December 3, 2000 and August 7, 2005?","What actress starred in an American-Canadian drama television series between December 3, 2000 and August 7, 2005?","What actress starred in an American-Canadian drama television series between December 3, 2000 and August 7, 2005?
Let's think step by step.",
"Which player from the Sacramento Kings had 9,014 career points?","Which player from the Sacramento Kings had 9,014 career points?","Which player from the Sacramento Kings had 9,014 career points?
Let's think step by step.",
"Mad Men starred Jon Hamm, Elisabeth Moss, Vincent Kartheiser, January Jones, Christina Hendricks, Bryan Batt, Aaron Staton, Rich Sommer, Maggie Siff and what American actor born in 1977","Mad Men starred Jon Hamm, Elisabeth Moss, Vincent Kartheiser, January Jones, Christina Hendricks, Bryan Batt, Aaron Staton, Rich Sommer, Maggie Siff and what American actor born in 1977","Mad Men starred Jon Hamm, Elisabeth Moss, Vincent Kartheiser, January Jones, Christina Hendricks, Bryan Batt, Aaron Staton, Rich Sommer, Maggie Siff and what American actor born in 1977
Let's think step by step.",
"Who was born earlier, Ricardo Iorio or Sarah Nixey?","Who was born earlier, Ricardo Iorio or Sarah Nixey?","Who was born earlier, Ricardo Iorio or Sarah Nixey?
Let's think step by step.",
In what year did the eruption occur that laid down the lava upon which a famous forest visible from the Tenjō-Yama Park Mt. Kachi Kachi Ropeway? ,In what year did the eruption occur that laid down the lava upon which a famous forest visible from the Tenjō-Yama Park Mt. Kachi Kachi Ropeway? ,"In what year did the eruption occur that laid down the lava upon which a famous forest visible from the Tenjō-Yama Park Mt. Kachi Kachi Ropeway? 
Let's think step by step.",
What World War I battle took place the month before Max von Hausen was relieved of command?,What World War I battle took place the month before Max von Hausen was relieved of command?,"What World War I battle took place the month before Max von Hausen was relieved of command?
Let's think step by step.",
Who is the writer of Capitalism and Freedom who holds position as president?,Who is the writer of Capitalism and Freedom who holds position as president?,"Who is the writer of Capitalism and Freedom who holds position as president?
Let's think step by step.",
"What is this association football award that recognises the best Premier League player each month of the season, which is announced with the Premier League Manager of the Month, currently called?","What is this association football award that recognises the best Premier League player each month of the season, which is announced with the Premier League Manager of the Month, currently called?","What is this association football award that recognises the best Premier League player each month of the season, which is announced with the Premier League Manager of the Month, currently called?
Let's think step by step.",
"Which businessman, born in 1853, made his fortune in Kimberley, South Africa?","Which businessman, born in 1853, made his fortune in Kimberley, South Africa?","Which businessman, born in 1853, made his fortune in Kimberley, South Africa?
Let's think step by step.",
Tell me an arithmetic calendar that has the word calendar in it's name.,Tell me an arithmetic calendar that has the word calendar in it's name.,"Tell me an arithmetic calendar that has the word calendar in it's name.
Let's think step by step.",
